Name,BRISQUE,CCF,CPBDM,FADE,JNBM,LPC,ILNIQE,NIQE,SSEQ,ROBUST
test_image1.jpg,1.36,13.9663,0.75051,0.91088,8.6118,0.2672,22.7679,2.3277,2.8541,0
test_image2.jpg,22.959,7.8874,0.67986,2.7104,7.4896,0.1497,31.5607,3.7089,21.9883,0
test_image3.jpg,11.5814,3.9105,0.98352,5.7674,15.4374,0.045055,65.9053,8.1365,21.5157,0
Mean_value,11.9668,8.5881,0.80463,3.1296,10.5129,0.15398,40.0779,4.7243,15.4527,0
